row	Type	Sex	Speaker	Vowel	IPA	F0	F1	F2	F3
1174	w	f	59	o	\ct	246	420	590	3100
1175	w	f	59	U	\hs	251	500	1230	2520
1176	w	f	59	U	\hs	256	480	1230	2750
1177	w	f	59	u	u	263	419	1050	2850
1178	w	f	59	u	u	278	390	1060	2800
1179	w	f	59	R	\er\hr	220	420	1720	1900
1180	w	f	59	R	\er\hr	255	510	1680	1890
1181	w	f	60	i	i	208	270	2820	3450
1182	w	f	60	i	i	225	250	2880	3350
1183	w	f	60	I	\ic	220	370	2530	3060
1184	w	f	60	I	\ic	250	400	2600	3120
1185	w	f	60	E	\ef	214	640	2360	3020
1186	w	f	60	E	\ef	219	650	2430	3040
1187	w	f	60	A	\ae	205	900	2090	3000
1188	w	f	60	A	\ae	200	860	2160	2870
1189	w	f	60	V	\vt	214	750	1540	2800
1190	w	f	60	V	\vt	214	770	1530	2780
1191	w	f	60	a	\aes	195	920	1350	2550
1192	w	f	60	a	\aes	210	920	1470	2690
1193	w	f	60	o	\ct	194	720	1110	2420
1194	w	f	60	o	\ct	200	700	1100	2780
1195	w	f	60	U	\hs	222	470	1200	2900
1196	w	f	60	U	\hs	237	470	1190	2800
1197	w	f	60	u	u	240	380	980	3100
1198	w	f	60	u	u	188	340	920	3050
1199	w	f	60	R	\er\hr	222	530	1670	2050
1200	w	f	60	R	\er\hr	200	500	1720	1900
1201	w	f	61	i	i	258	310	2740	3200
1202	w	f	61	i	i	262	262	2680	3170
1203	w	f	61	I	\ic	262	450	2310	3020
1204	w	f	61	I	\ic	263	472	2270	2950
1205	w	f	61	E	\ef	245	640	1980	2920
1206	w	f	61	E	\ef	235	700	2110	2940
1207	w	f	61	A	\ae	194	810	1860	2620
1208	w	f	61	A	\ae	234	890	1800	2700
1209	w	f	61	V	\vt	230	710	1340	2780
1210	w	f	61	V	\vt	245	740	1470	2940
1211	w	f	61	a	\aes	225	830	1020	2650
1212	w	f	61	a	\aes	219	830	1095	2610
1213	w	f	61	o	\ct	240	600	850	2760
1214	w	f	61	o	\ct	253	455	810	2750
1215	w	f	61	U	\hs	282	400	1070	2530
1216	w	f	61	U	\hs	250	450	1050	2450
1217	w	f	61	u	u	260	290	670	2380
1218	w	f	61	u	u	275	330	630	2460
1219	w	f	61	R	\er\hr	240	500	1630	2040
1220	w	f	61	R	\er\hr	243	490	1580	2190
1221	c	f	62	i	i	228	460	3300	3950
1222	c	f	62	i	i	200	400	3400	3850
1223	c	f	62	I	\ic	205	600	2550	4000
1224	c	f	62	I	\ic	205	610	2500	4100
1225	c	f	62	E	\ef	225	600	2750	3600
1226	c	f	62	E	\ef	210	760	2500	3850
1227	c	f	62	A	\ae	200	1000	2300	3900
1228	c	f	62	A	\ae	200	800	2500	4050
1229	c	f	62	V	\vt	200	1000	1750	3550
1230	c	f	62	V	\vt	223	1110	1690	4040
1231	c	f	62	a	\aes	205	1220	1560	3650
1232	c	f	62	a	\aes	200	1300	1800	3450
1233	c	f	62	o	\ct	219	660	1100	3850
1234	c	f	62	o	\ct	217	690	1090	3900
1235	c	f	62	U	\hs	206	620	1420	3700
1236	c	f	62	U	\hs	220	620	1410	3520
1237	c	f	62	u	u	233	440	900	3900
1238	c	f	62	u	u	200	400	650	3800
1239	c	f	62	R	\er\hr	210	610	2300	2900
1240	c	f	62	R	\er\hr	200	450	2150	2550
1241	c	f	63	i	i	290	320	3500	4260
1242	c	f	63	i	i	305	350	3400	4100
1243	c	f	63	I	\ic	322	640	3200	3660
1244	c	f	63	I	\ic	325	650	3000	3800
1245	c	f	63	E	\ef	270	850	2900	3680
1246	c	f	63	E	\ef	285	700	3120	3750
1247	c	f	63	A	\ae	256	1130	2560	3500
1248	c	f	63	A	\ae	285	1140	2000	3560
1249	c	f	63	V	\vt	310	1130	1740	3670
1250	c	f	63	V	\vt	300	1000	1800	3450
1251	c	f	63	a	\aes	265	1170	1500	3440
1252	c	f	63	a	\aes	283	980	1300	3100
1253	c	f	63	o	\ct	265	530	1060	3450
1254	c	f	63	o	\ct	272	540	1080	3000
1255	c	f	63	U	\hs	285	560	1440	3500
1256	c	f	63	U	\hs	294	570	1450	3500
1257	c	f	63	u	u	333	350	1280	3650
1258	c	f	63	u	u	290	340	1160	2950
1259	c	f	63	R	\er\hr	275	560	1740	2460
1260	c	f	63	R	\er\hr	302	600	1800	2200
1261	c	m	64	i	i	240	380	3140	3700
1262	c	m	64	i	i	258	310	3350	3650
1263	c	m	64	I	\ic	290	580	2760	3400
1264	c	m	64	I	\ic	250	500	2660	3500
1265	c	m	64	E	\ef	250	780	2450	3400
1266	c	m	64	E	\ef	240	672	2550	3400
1267	c	m	64	A	\ae	240	660	2900	3370
1268	c	m	64	A	\ae	215	760	2850	3300
1269	c	m	64	V	\vt	250	880	1500	3200
1270	c	m	64	V	\vt	243	850	1700	3250
1271	c	m	64	a	\aes	250	940	1380	2400
1272	c	m	64	a	\aes	276	1200	1500	3160
1273	c	m	64	o	\ct	250	750	1250	3450
1274	c	m	64	o	\ct	225	675	950	3240
1275	c	m	64	U	\hs	300	610	1500	3300
1276	c	m	64	U	\hs	275	500	1370	3500
1277	c	m	64	u	u	256	300	1280	3150
1278	c	m	64	u	u	250	400	1300	3700
1279	c	m	64	R	\er\hr	250	500	1540	1700
1280	c	m	64	R	\er\hr	242	580	1620	1790
1281	c	f	65	i	i	291	410	3200	3800
1282	c	f	65	i	i	264	420	3400	3900
1283	c	f	65	I	\ic	291	580	2900	3820
1284	c	f	65	I	\ic	280	560	2840	3900
1285	c	f	65	E	\ef	292	810	2640	4200
1286	c	f	65	E	\ef	270	780	2720	4100
1287	c	f	65	A	\ae	270	1080	2480	3950
1288	c	f	65	A	\ae	245	1050	2420	4000
1289	c	f	65	V	\vt	286	970	1600	3950
1290	c	f	65	V	\vt	250	800	1680	3800
1291	c	f	65	a	\aes	275	1040	1350	3850
1292	c	f	65	a	\aes	250	1100	1460	4250
1293	c	f	65	o	\ct	286	770	1150	3950
1294	c	f	65	o	\ct	273	710	1200	3900
1295	c	f	65	U	\hs	285	680	1420	3800
1296	c	f	65	U	\hs	278	640	1350	3950
1297	c	f	65	u	u	300	420	1110	3640
1298	c	f	65	u	u	280	505	1050	3400
1299	c	f	65	R	\er\hr	320	640	1940	2820
1300	c	f	65	R	\er\hr	265	610	2100	2600
1301	c	f	66	i	i	330	460	2800	3550
1302	c	f	66	i	i	333	490	2730	3550
1303	c	f	66	I	\ic	310	560	2500	3450
1304	c	f	66	I	\ic	310	580	2500	3450
1305	c	f	66	E	\ef	286	800	2300	3750
1306	c	f	66	E	\ef	310	835	2420	3740
1307	c	f	66	A	\ae	282	950	2150	3650
1308	c	f	66	A	\ae	310	1000	2150	3700
1309	c	f	66	V	\vt	293	880	1700	3750
1310	c	f	66	V	\vt	340	900	1600	3650
1311	c	f	66	a	\aes	299	990	1410	3750
1312	c	f	66	a	\aes	280	1050	1320	3730
1313	c	f	66	o	\ct	285	770	940	3750
1314	c	f	66	o	\ct	333	680	1020	3700
1315	c	f	66	U	\hs	322	550	1195	3750
1316	c	f	66	U	\hs	350	550	1340	3500
1317	c	f	66	u	u	316	600	1200	3600
1318	c	f	66	u	u	345	550	1100	3470
1319	c	f	66	R	\er\hr	310	805	1705	2420
1320	c	f	66	R	\er\hr	310	710	1700	2400
1321	c	f	67	i	i	210	340	3400	4320
1322	c	f	67	i	i	227	590	3610	4220
1323	c	f	67	I	\ic	235	680	3250	4380
1324	c	f	67	I	\ic	220	440	3000	3790
1325	c	f	67	E	\ef	212	660	2900	3610
1326	c	f	67	E	\ef	216	610	2760	3650
1327	c	f	67	A	\ae	214	1240	2700	3640
1328	c	f	67	A	\ae	215	1050	2550	3550
1329	c	f	67	V	\vt	216	820	1470	3500
1330	c	f	67	V	\vt	211	970	1410	3200
1331	c	f	67	a	\aes	218	1090	1380	3050
1332	c	f	67	a	\aes	212	860	1250	2800
1333	c	f	67	o	\ct	211	800	1220	3700
1334	c	f	67	o	\ct	214	640	1070	3000
1335	c	f	67	U	\hs	219	660	1360	3700
1336	c	f	67	U	\hs	214	730	1500	3600
1337	c	f	67	u	u	220	620	1100	3250
1338	c	f	67	u	u	216	600	1280	3650
1339	c	f	67	R	\er\hr	222	670	2130	2360
1340	c	f	67	R	\er\hr	205	760	2240	2460
1341	c	f	68	i	i	253	330	3250	3720
1342	c	f	68	i	i	262	340	3100	3400
1343	c	f	68	I	\ic	250	500	2500	3640
1344	c	f	68	I	\ic	278	530	2630	3640
1345	c	f	68	E	\ef	255	710	2550	3560
1346	c	f	68	E	\ef	250	750	2480	3470
1347	c	f	68	A	\ae	233	1140	2260	3640
1348	c	f	68	A	\ae	245	1110	2230	3380
1349	c	f	68	V	\vt	256	770	1540	3500
1350	c	f	68	V	\vt	257	800	1490	3300
1351	c	f	68	a	\aes	240	940	1400	3400
1352	c	f	68	a	\aes	245	930	1370	3120
1353	c	f	68	o	\ct	240	530	860	3400
1354	c	f	68	o	\ct	240	520	910	3420
1355	c	f	68	U	\hs	255	510	1250	3320
1356	c	f	68	U	\hs	260	520	1140	3320
1357	c	f	68	u	u	274	360	660	3050
1358	c	f	68	u	u	260	310	730	3500
1359	c	f	68	R	\er\hr	250	550	1500	1800
1360	c	f	68	R	\er\hr	239	480	1650	1960
1361	c	m	69	i	i	250	300	2950	3600
1362	c	m	69	i	i	270	320	3210	3600
1363	c	m	69	I	\ic	290	550	2610	3560
1364	c	m	69	I	\ic	286	540	2570	3600
1365	c	m	69	E	\ef	280	700	2500	3580
1366	c	m	69	E	\ef	263	600	2360	3400
1367	c	m	69	A	\ae	260	970	2400	3200
1368	c	m	69	A	\ae	250	950	2270	3200
1369	c	m	69	V	\vt	270	780	1650	3350
1370	c	m	69	V	\vt	250	720	1500	3240
1371	c	m	69	a	\aes	278	950	1200	2950
1372	c	m	69	a	\aes	250	920	1080	2770
1373	c	m	69	o	\ct	262	790	1050	2900
1374	c	m	69	o	\ct	250	750	1000	2500
1375	c	m	69	U	\hs	275	540	1430	3320
1376	c	m	69	U	\hs	263	530	1580	3200
1377	c	m	69	u	u	295	420	1500	3010
1378	c	m	69	u	u	260	450	1330	2840
1379	c	m	69	R	\er\hr	272	570	1880	2400
1380	c	m	69	R	\er\hr	255	510	1610	1910
1381	c	m	70	i	i	235	280	2820	3400
1382	c	m	70	i	i	244	317	3125	3500
1383	c	m	70	I	\ic	230	460	2520	3300
1384	c	m	70	I	\ic	212	420	2480	3140
1385	c	m	70	E	\ef	235	657	2300	3300
1386	c	m	70	E	\ef	232	672	2275	3300
1387	c	m	70	A	\ae	231	808	1950	3300
1388	c	m	70	A	\ae	225	870	2000	3200
1389	c	m	70	V	\vt	236	706	1410	3200
1390	c	m	70	V	\vt	211	720	1480	2880
1391	c	m	70	a	\aes	250	950	1350	3100
1392	c	m	70	a	\aes	227	910	1360	2950
1393	c	m	70	o	\ct	203	700	1120	3070
1394	c	m	70	o	\ct	230	690	920	2760
1395	c	m	70	U	\hs	250	475	1250	3150
1396	c	m	70	U	\hs	212	460	1210	2750
1397	c	m	70	u	u	244	403	1100	2950
1398	c	m	70	u	u	242	363	920	2900
1399	c	m	70	R	\er\hr	226	452	1580	1810
1400	c	m	70	R	\er\hr	232	510	1550	1740
1401	c	m	71	i	i	230	280	3140	3830
1402	c	m	71	i	i	250	300	3400	3950
1403	c	m	71	I	\ic	225	450	2700	3650
1404	c	m	71	I	\ic	250	400	2840	3700
1405	c	m	71	E	\ef	215	580	2650	3550
1406	c	m	71	E	\ef	220	620	2660	3770
1407	c	m	71	A	\ae	240	910	2370	3160
1408	c	m	71	A	\ae	233	930	2350	3450
1409	c	m	71	V	\vt	250	770	1650	3420
1410	c	m	71	V	\vt	230	690	1600	3350
1411	c	m	71	a	\aes	242	970	1450	3260
1412	c	m	71	a	\aes	225	1010	1650	3150
1413	c	m	71	o	\ct	232	670	1160	3550
1414	c	m	71	o	\ct	225	720	1260	3400
1415	c	m	71	U	\hs	216	500	1640	3580
1416	c	m	71	U	\hs	250	450	1440	3500
1417	c	m	71	u	u	290	350	1160	3260
1418	c	m	71	u	u	273	330	1090	3350
1419	c	m	71	R	\er\hr	240	430	1800	2400
1420	c	m	71	R	\er\hr	233	470	1840	2400
1421	c	m	72	i	i	275	330	3050	3800
1422	c	m	72	i	i	286	340	2860	3610
1423	c	m	72	I	\ic	280	500	2720	3360
1424	c	m	72	I	\ic	230	600	2750	3550
1425	c	m	72	E	\ef	245	735	2450	3300
1426	c	m	72	E	\ef	258	780	2560	3300
1427	c	m	72	A	\ae	235	940	2020	2580
1428	c	m	72	A	\ae	232	1070	2320	2900
1429	c	m	72	V	\vt	268	860	1530	3100
1430	c	m	72	V	\vt	256	970	1500	3050
1431	c	m	72	a	\aes	245	780	1250	3180
1432	c	m	72	a	\aes	236	970	970	3120
1433	c	m	72	o	\ct	258	825	1210	3100
1434	c	m	72	o	\ct	300	930	930	2900
1435	c	m	72	U	\hs	260	490	1460	2860
1436	c	m	72	U	\hs	286	570	1320	2840
1437	c	m	72	u	u	275	470	1400	2800
1438	c	m	72	u	u	286	370	1160	2800
1439	c	m	72	R	\er\hr	268	510	1660	2100
1440	c	m	72	R	\er\hr	250	480	1700	1830
1441	c	f	73	i	i	295	380	3200	4000
1442	c	f	73	i	i	267	350	3250	3700
1443	c	f	73	I	\ic	294	380	2960	3800
1444	c	f	73	I	\ic	300	520	2900	3600
1445	c	f	73	E	\ef	280	670	2790	3600
1446	c	f	73	E	\ef	275	620	2750	3500
1447	c	f	73	A	\ae	262	1070	2380	3100
1448	c	f	73	A	\ae	275	1130	2320	3110
1449	c	f	73	V	\vt	290	700	1730	2960
1450	c	f	73	V	\vt	270	725	1570	2900
1451	c	f	73	a	\aes	278	1110	1630	2780
1452	c	f	73	a	\aes	280	1130	1400	3000
1453	c	f	73	o	\ct	292	580	930	2950
1454	c	f	73	o	\ct	270	540	1070	3000
1455	c	f	73	U	\hs	300	450	1350	3000
1456	c	f	73	U	\hs	320	520	1600	3150
1457	c	f	73	u	u	307	460	1460	3070
1458	c	f	73	u	u	300	400	1700	3000
1459	c	f	73	R	\er\hr	300	540	1770	2040
1460	c	f	73	R	\er\hr	286	540	2050	2300
1461	c	m	74	i	i	300	300	3250	3850
1462	c	m	74	i	i	275	275	3280	3800
1463	c	m	74	I	\ic	286	570	2850	3400
1464	c	m	74	I	\ic	267	485	2630	3450
1465	c	m	74	E	\ef	264	650	2880	3500
1466	c	m	74	E	\ef	284	570	2900	3600
1467	c	m	74	A	\ae	260	1300	2280	3130
1468	c	m	74	A	\ae	260	1300	2160	3300
1469	c	m	74	V	\vt	275	850	1540	3020
1470	c	m	74	V	\vt	262	840	1580	2880
1471	c	m	74	a	\aes	250	1230	1300	3200
1472	c	m	74	a	\aes	286	1090	1230	2980
1473	c	m	74	o	\ct	265	850	850	2920
1474	c	m	74	o	\ct	285	685	1030	2900
1475	c	m	74	U	\hs	283	540	1420	3050
1476	c	m	74	U	\hs	300	600	1440	2900
1477	c	m	74	u	u	280	390	1340	2830
1478	c	m	74	u	u	284	340	1110	3080
1479	c	m	74	R	\er\hr	280	530	1650	1740
1480	c	m	74	R	\er\hr	286	550	1660	1770
1481	c	m	75	i	i	265	370	2950	3400
1482	c	m	75	i	i	290	370	2910	3480
1483	c	m	75	I	\ic	271	515	2740	3280
1484	c	m	75	I	\ic	290	485	2600	3200
1485	c	m	75	E	\ef	262	630	2520	3150
1486	c	m	75	E	\ef	272	565	2440	3120
1487	c	m	75	A	\ae	262	970	2030	2880
1488	c	m	75	A	\ae	275	915	2130	2900
1489	c	m	75	V	\vt	270	810	1600	3230
1490	c	m	75	V	\vt	280	760	1530	3180
1491	c	m	75	a	\aes	270	810	1350	2940
1492	c	m	75	a	\aes	275	1000	1360	3000
1493	c	m	75	o	\ct	270	535	970	2960
1494	c	m	75	o	\ct	275	550	1080	2850
1495	c	m	75	U	\hs	275	550	1420	3040
1496	c	m	75	U	\hs	295	570	1500	3000
1497	c	m	75	u	u	283	510	1700	3020
1498	c	m	75	u	u	278	500	1640	3050
1499	c	m	75	R	\er\hr	261	522	1830	2350
1500	c	m	75	R	\er\hr	282	530	1800	2250
1501	c	f	76	i	i	320	350	3240	3760
1502	c	f	76	i	i	344	344	3120	3640
1503	c	f	76	I	\ic	308	590	2760	3500
1504	c	f	76	I	\ic	320	540	2900	3500
1505	c	f	76	E	\ef	307	830	2750	3650
1506	c	f	76	E	\ef	308	800	2640	3540
1507	c	f	76	A	\ae	294	1140	2450	3230
1508	c	f	76	A	\ae	239	1130	2550	3150
1509	c	f	76	V	\vt	310	930	1540	3120
1510	c	f	76	V	\vt	315	950	1670	3150
1511	c	f	76	a	\aes	350	1190	1470	3150
1512	c	f	76	a	\aes	314	1070	1460	2950
1513	c	f	76	o	\ct	300	910	1200	3180
1514	c	f	76	o	\ct	330	830	1250	3250
1515	c	f	76	U	\hs	327	630	1310	3270
1516	c	f	76	U	\hs	322	610	1550	3400
1517	c	f	76	u	u	345	520	1250	3460
1518	c	f	76	u	u	334	500	1140	3380
1519	c	f	76	R	\er\hr	308	740	1850	2160
1520	c	f	76	R	\er\hr	328	660	1830	2200
